unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc6,facloc7,facloc8,facloc9,facloc10,facloc12,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"206756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206765","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"206774","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"206783","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","3","","",""
"206808","6","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","1","","","","","","","","1","","1","1","","","","","","1","","",""
"206817","1","1","","","1","","","1","","","","","1","","","","1","2","","","1","","1","1","1","1","","","","1","1","","","","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"206826","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","","","","","","","","","",""
"206835","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","","1","","","","","1","","","","","1","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"206853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206862","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"206880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206899","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"206905","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","","","","","","","","","","","1","","1","1","","","","","","1","1","","","","","","1","1","1","","","","","","","3","","",""
"206914","1","1","","","1","","","1","","","1","","1","","","1","","1","1","","1","1","1","","1","","","","","1","","","","","","1","1","1","","","","","1","1","1","","","1","1","1","1","","","1","","","1","","",""
"206923","1","1","","","1","","","1","1","","1","","1","","","","","2","","","1","","1","","1","","","1","","1","","1","","1","","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"206932","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"206941","1","1","","","1","","","1","1","1","1","","1","","","","","2","","","1","1","1","1","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"206950","5","","","","","","","","","","","1","","","","","","2","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"206969","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"206978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206987","6","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","","","","","4","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"206996","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","1","","1","","1","","","","","1","1","1","","","1","1","","1","","","","","","","","","","1","1","","","","","1","1","","1","","",""
"207014","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","3","","",""
"207023","6","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"207041","1","1","","","1","","","1","1","1","","","1","","1","1","","2","","","1","1","1","","1","","","","","1","","","","","1","","","","","","","","","","","","1","","1","1","1","1","1","1","1","","1","","",""
"207050","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","","1","1","1","","1","","","1","","","","1","","","","","","","1","","","","","","","1","1","1","1","","","1","","","1","","",""
"207069","1","1","","","1","","","1","1","","","","1","1","","","","2","","","1","","1","","1","","","","","1","","1","","1","1","1","","1","","","1","","","","1","","","1","1","1","1","","","1","","","1","","",""
"207078","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"207087","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"207102","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"207120","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"207157","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","1","1","","","1","","1","","1","","","","1","1","","","","","","1","1","","","","1","1","1","","","","","","","1","","",""
"207166","6","1","","","","","","1","","","","","","","","","","2","","","","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"207193","3","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"207209","1","1","","","","","","1","","","","","","","","","","1","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","","","","","","","","","","","1","1","1","1","","1","1","","1","","",""
"207218","5","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","",""
"207227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"207236","1","1","","","1","","","1","","","","1","1","","","","","2","","","1","","1","","1","","1","","","1","","","","","1","","","","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"207254","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","1","","1","","1","","","","","","","","1","","","","","","","1","1","1","1","1","","","","","","1","","",""
"207263","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","","1","","","","","1","","","","1","1","1","1","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"207272","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"207281","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","","1","","1","","1","1","1","1","","1","","1","","1","","1","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"207290","1","1","","","1","","","1","","1","","","","","","","","2","","","1","","1","","1","","1","","1","1","","","","","1","1","","1","","","","1","","","","","","1","1","1","1","","1","1","","","1","","",""
"207306","1","1","","","","","","1","1","1","1","","","","","","","1","1","","1","1","1","1","1","","","","","1","","","","","","","1","1","1","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"207315","1","1","","","","","","1","","","","","","","","","","2","","","","","1","","","1","1","","","","1","","0","","","","","","","1","","","","","","","1","","1","1","1","","","1","","","1","","",""
"207324","3","1","1","1","","","","1","","","","","","","","","","2","","","1","","1","1","1","","","","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"207333","3","1","","","","","","1","","","","","","","","","","2","","","","","1","","","1","","","","","1","","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","","","",""
"207342","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","2","","1","","","","","","1","","","","","","","","1","","","1","1","1","","","1","","",""
"207351","1","1","","","","","","1","","1","","","1","","","","","2","","","1","1","1","1","1","","","1","1","1","","","","1","1","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"207388","1","1","","","1","1","","1","1","","1","","1","","","","","1","1","","1","","1","","1","","1","","","1","","","","","","1","1","","","","","","","","","","1","1","1","1","1","1","","1","","","1","","",""
"207397","1","1","","","1","","","1","","","1","","1","","","1","","1","1","","1","","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","1","1","1","","1","","",""
